,Unnamed: 0,ALT_CODE,ICD10,PHECODE,Excl. Phecodes,ICD10 String,Phenotype,Excl. Phenotypes,ICD10_NOX
8447,8447,M8997,M89.9,743.9,743-744.99,"Disorder of bone, unspecified",Osteopenia or other disorder of bone and cartilage," osteopenia, osteoporosis, pathological fractures",M8997
8448,8448,M8998,M89.9,743.9,743-744.99,"Disorder of bone, unspecified",Osteopenia or other disorder of bone and cartilage," osteopenia, osteoporosis, pathological fractures",M8998
8449,8449,M8999,M89.9,743.9,743-744.99,"Disorder of bone, unspecified",Osteopenia or other disorder of bone and cartilage," osteopenia, osteoporosis, pathological fractures",M8999
8450,8450,M90,M90,731.0,730-739.99,Osteopathies in diseases classified elsewhere,Osteitis deformans and osteopathies associated with other disorders classified elsewhere,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M90
8451,8451,M900,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M900
8452,8452,M9000,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9000
8453,8453,M9001,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9001
8454,8454,M9002,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9002
8455,8455,M9003,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9003
8456,8456,M9004,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9004
8457,8457,M9005,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9005
8458,8458,M9006,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9006
8459,8459,M9007,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9007
8460,8460,M9008,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9008
8461,8461,M9009,M90.0,10.0,010-041.99,Tuberculosis of bone,Tuberculosis,bacterial infection,M9009
8462,8462,M904,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M904
8463,8463,M9040,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9040
8464,8464,M9041,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9041
8465,8465,M9042,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9042
8466,8466,M9043,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9043
8467,8467,M9044,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9044
8468,8468,M9045,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9045
8469,8469,M9046,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9046
8470,8470,M9047,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9047
8471,8471,M9048,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9048
8472,8472,M9049,M90.4,282.8,280-285.99,Osteonecrosis due to haemoglobinopathy,Other hemoglobinopathies,Anemias,M9049
8473,8473,M906,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M906
8474,8474,M9060,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9060
8475,8475,M9061,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9061
8476,8476,M9062,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9062
8477,8477,M9063,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9063
8478,8478,M9064,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9064
8479,8479,M9065,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9065
8480,8480,M9066,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9066
8481,8481,M9067,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9067
8482,8482,M9068,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9068
8483,8483,M9069,M90.6,731.1,730-739.99,Osteitis deformans in neoplastic disease,Osteitis deformans [Paget's disease of bone],"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9069
8484,8484,M907,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M907
8485,8485,M9070,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9070
8486,8486,M9071,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9071
8487,8487,M9072,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9072
8488,8488,M9073,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9073
8489,8489,M9074,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9074
8490,8490,M9075,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9075
8491,8491,M9076,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9076
8492,8492,M9077,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9077
8493,8493,M9078,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9078
8494,8494,M9079,M90.7,195.1,195-199.99,Fracture of bone in neoplastic disease,"Malignant neoplasm, other","Neoplasms: malignant, secondary or uncertain",M9079
8495,8495,M907,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M907
8496,8496,M9070,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9070
8497,8497,M9071,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9071
8498,8498,M9072,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9072
8499,8499,M9073,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9073
8500,8500,M9074,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9074
8501,8501,M9075,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9075
8502,8502,M9076,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9076
8503,8503,M9077,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9077
8504,8504,M9078,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9078
8505,8505,M9079,M90.7,199.0,195-199.99,Fracture of bone in neoplastic disease,Neoplasm of uncertain behavior,"Neoplasms: malignant, secondary or uncertain",M9079
8506,8506,M91,M91,732.1,730-739.99,Juvenile osteochondrosis of hip and pelvis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M91
8507,8507,M910,M91.0,732.1,730-739.99,Juvenile osteochondrosis of pelvis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M910
8508,8508,M911,M91.1,732.1,730-739.99,Juvenile osteochondrosis of head of femur [Legg-Calv̩-Perthes],Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M911
8509,8509,M912,M91.2,732.1,730-739.99,Coxa plana,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M912
8510,8510,M913,M91.3,732.1,730-739.99,Pseudocoxalgia,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M913
8511,8511,M918,M91.8,732.1,730-739.99,Other juvenile osteochondrosis of hip and pelvis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M918
8512,8512,M9180,M91.8,732.1,730-739.99,Other juvenile osteochondrosis of hip and pelvis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9180
8513,8513,M919,M91.9,732.1,730-739.99,"Juvenile osteochondrosis of hip and pelvis, unspecified",Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M919
8514,8514,M9190,M91.9,732.1,730-739.99,"Juvenile osteochondrosis of hip and pelvis, unspecified",Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9190
8515,8515,M92,M92,732.1,730-739.99,Other juvenile osteochondrosis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M92
8516,8516,M920,M92.0,732.1,730-739.99,Juvenile osteochondrosis of humerus,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M920
8517,8517,M921,M92.1,732.1,730-739.99,Juvenile osteochondrosis of radius and ulna,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M921
8518,8518,M922,M92.2,732.1,730-739.99,Juvenile osteochondrosis of hand,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M922
8519,8519,M923,M92.3,732.1,730-739.99,Other juvenile osteochondrosis of upper limb,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M923
8520,8520,M924,M92.4,732.1,730-739.99,Juvenile osteochondrosis of patella,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M924
8521,8521,M925,M92.5,732.1,730-739.99,Juvenile osteochondrosis of tibia and fibula,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M925
8522,8522,M925,M92.5,736.0,735-739.99,Juvenile osteochondrosis of tibia and fibula,Other acquired deformities of limbs,Acquired deformities,M925
8523,8523,M926,M92.6,732.1,730-739.99,Juvenile osteochondrosis of tarsus,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M926
8524,8524,M927,M92.7,732.1,730-739.99,Juvenile osteochondrosis of metatarsus,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M927
8525,8525,M928,M92.8,732.1,730-739.99,Other specified juvenile osteochondrosis,Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M928
8526,8526,M929,M92.9,732.1,730-739.99,"Juvenile osteochondrosis, unspecified",Juvenile osteochondrosis,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M929
8527,8527,M930,M93.0,732.0,730-739.99,Slipped upper femoral epiphysis (nontraumatic),Osteochondropathies,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M930
8528,8528,M931,M93.1,732.0,730-739.99,Kienb̦ck disease of adults,Osteochondropathies,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M931
8529,8529,M932,M93.2,732.7,730-739.99,Osteochondritis dissecans,Osteochondritis dissecans,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M932
8530,8530,M938,M93.8,732.0,730-739.99,Other specified osteochondropathies,Osteochondropathies,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M938
8531,8531,M939,M93.9,732.0,730-739.99,"Osteochondropathy, unspecified",Osteochondropathies,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M939
8532,8532,M94,M94,733.0,730-739.99,Other disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M94
8533,8533,M940,M94.0,,,Chondrocostal junction syndrome [Tietze],,,M940
8534,8534,M941,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M941
8535,8535,M9410,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9410
8536,8536,M9411,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9411
8537,8537,M9412,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9412
8538,8538,M9413,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9413
8539,8539,M9414,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9414
8540,8540,M9415,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9415
8541,8541,M9416,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9416
8542,8542,M9417,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9417
8543,8543,M9418,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9418
8544,8544,M9419,M94.1,733.0,730-739.99,Relapsing polychondritis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9419
8545,8545,M942,M94.2,,,Chondromalacia,,,M942
8546,8546,M9420,M94.2,,,Chondromalacia,,,M9420
8547,8547,M9421,M94.2,,,Chondromalacia,,,M9421
8548,8548,M9422,M94.2,,,Chondromalacia,,,M9422
8549,8549,M9423,M94.2,,,Chondromalacia,,,M9423
8550,8550,M9424,M94.2,,,Chondromalacia,,,M9424
8551,8551,M9425,M94.2,,,Chondromalacia,,,M9425
8552,8552,M9426,M94.2,,,Chondromalacia,,,M9426
8553,8553,M9427,M94.2,,,Chondromalacia,,,M9427
8554,8554,M9428,M94.2,,,Chondromalacia,,,M9428
8555,8555,M9429,M94.2,,,Chondromalacia,,,M9429
8556,8556,M943,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M943
8557,8557,M9430,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9430
8558,8558,M9431,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9431
8559,8559,M9432,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9432
8560,8560,M9433,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9433
8561,8561,M9434,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9434
8562,8562,M9435,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9435
8563,8563,M9436,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9436
8564,8564,M9437,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9437
8565,8565,M9438,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9438
8566,8566,M9439,M94.3,733.0,730-739.99,Chondrolysis,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9439
8567,8567,M948,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M948
8568,8568,M9480,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9480
8569,8569,M9481,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9481
8570,8570,M9482,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9482
8571,8571,M9483,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9483
8572,8572,M9484,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9484
8573,8573,M9485,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9485
8574,8574,M9486,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9486
8575,8575,M9487,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9487
8576,8576,M9488,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9488
8577,8577,M9489,M94.8,733.0,730-739.99,Other specified disorders of cartilage,Other disorders of bone and cartilage,"OSTEOPATHIES, CHONDROPATHIES, AND ACQUIRED MUSCULOSKELETAL DEFORMITIES",M9489
8578,8578,M949,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M949
8579,8579,M9490,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9490
8580,8580,M9491,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9491
8581,8581,M9492,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9492
8582,8582,M9493,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9493
8583,8583,M9494,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9494
8584,8584,M9495,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9495
8585,8585,M9496,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9496
8586,8586,M9497,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9497
8587,8587,M9498,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9498
8588,8588,M9499,M94.9,742.8,741-742.99,"Disorder of cartilage, unspecified",Articular cartilage disorder,other non-traumatic joint disorders,M9499
8589,8589,M95,M95,738.0,735-739.99,Other acquired deformities of musculoskeletal system and connective tissue,Other acquired musculoskeletal deformity,Acquired deformities,M95
8590,8590,M950,M95.0,738.0,735-739.99,Acquired deformity of nose,Other acquired musculoskeletal deformity,Acquired deformities,M950
8591,8591,M951,M95.1,738.0,735-739.99,Cauliflower ear,Other acquired musculoskeletal deformity,Acquired deformities,M951
8592,8592,M952,M95.2,738.0,735-739.99,Other acquired deformity of head,Other acquired musculoskeletal deformity,Acquired deformities,M952
8593,8593,M953,M95.3,738.0,735-739.99,Acquired deformity of neck,Other acquired musculoskeletal deformity,Acquired deformities,M953
8594,8594,M954,M95.4,738.0,735-739.99,Acquired deformity of chest and rib,Other acquired musculoskeletal deformity,Acquired deformities,M954
8595,8595,M955,M95.5,738.0,735-739.99,Acquired deformity of pelvis,Other acquired musculoskeletal deformity,Acquired deformities,M955
8596,8596,M958,M95.8,738.0,735-739.99,Other specified acquired deformities of musculoskeletal system,Other acquired musculoskeletal deformity,Acquired deformities,M958
8597,8597,M959,M95.9,738.0,735-739.99,"Acquired deformity of musculoskeletal system, unspecified",Other acquired musculoskeletal deformity,Acquired deformities,M959
8598,8598,M960,M96.0,858.0,850-859.99,Pseudarthrosis after fusion or arthrodesis,Complication of internal orthopedic device,Complications,M960
8599,8599,M961,M96.1,722.8,720-724.99,"Postlaminectomy syndrome, not elsewhere classified",Postlaminectomy syndrome,DORSOPATHIES,M961
8600,8600,M962,M96.2,737.1,735-739.99,Postradiation kyphosis,Kyphosis (acquired),Acquired deformities,M962
8601,8601,M963,M96.3,737.1,735-739.99,Postlaminectomy kyphosis,Kyphosis (acquired),Acquired deformities,M963
8602,8602,M964,M96.4,737.2,735-739.99,Postsurgical lordosis,Lordosis (acquired),Acquired deformities,M964
8603,8603,M965,M96.5,737.3,735-739.99,Postradiation scoliosis,Kyphoscoliosis and scoliosis,Acquired deformities,M965
8604,8604,M966,M96.6,858.0,850-859.99,"Fracture of bone following insertion of orthopaedic implant, joint prosthesis, or bone plate",Complication of internal orthopedic device,Complications,M966
8605,8605,M990,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M990
8606,8606,M9900,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9900
8607,8607,M9901,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9901
8608,8608,M9902,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9902
8609,8609,M9903,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9903
8610,8610,M9904,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9904
8611,8611,M9905,M99.0,769.0,769-769.99,Segmental and somatic dysfunction,Nonallopathic lesions NEC," Nonallopathic lesions, NEC",M9905
