,Unnamed: 0,parent_id,phecode,node_id,phenotype,phecode_exclude_range,sex,rollup,leaf,category_number,category
589,589,-1,381.2,589,Eustachian tube disorders,381-385.99,Both,1,1,7,sense organs
590,590,-1,381.3,590,Mastoiditis & related conditions,381-385.99,Both,1,1,7,sense organs
591,591,-1,381.9,591,Otorrhea,381-385.99,Both,1,1,7,sense organs
592,592,-1,382,592,Otalgia,381-385.99,Both,1,1,7,sense organs
593,593,-1,383,593,Otosclerosis,381-385.99,,1,1,7,sense organs
594,594,-1,384,594,Other disorders of tympanic membrane,381-385.99,,1,0,7,sense organs
595,595,594,384.1,595,Myringitis,381-385.99,Both,1,1,7,sense organs
596,596,594,384.4,596,Perforation of tympanic membrane,381-385.99,Both,1,1,7,sense organs
597,597,-1,385,597,Other disorders of middle ear and mastoid,381-385.99,,1,0,7,sense organs
598,598,597,385.3,598,Cholesteatoma,381-385.99,Both,1,1,7,sense organs
599,599,597,385.5,599,Tympanosclerosis and middle ear disease related to otitis media,381-385.99,Both,1,1,7,sense organs
600,600,-1,386,600,Vertiginous syndromes and other disorders of vestibular system,386-386.99,,1,0,7,sense organs
601,601,600,386.1,601,Meniere's disease,386-386.99,,1,1,7,sense organs
602,602,600,386.2,602,Peripheral or central vertigo,386-386.99,,1,0,7,sense organs
603,603,602,386.21,603,Central origin vertigo,386-386.99,Both,1,1,7,sense organs
604,604,600,386.3,604,Labyrinthitis,386-386.99,Both,1,1,7,sense organs
605,605,600,386.9,605,Dizziness and giddiness (Light-headedness and vertigo),386-386.99,Both,0,1,7,sense organs
606,606,-1,388,606,Other disorders of ear,387-389.99,,1,1,7,sense organs
607,607,-1,389,607,Hearing loss,387-389.99,,1,0,7,sense organs
608,608,607,389.1,608,Sensorineural hearing loss,387-389.99,Both,1,1,7,sense organs
609,609,607,389.2,609,Conductive hearing loss,387-389.99,Both,1,1,7,sense organs
610,610,607,389.3,610,Degenerative and vascular disorders of ear,387-389.99,Both,1,1,7,sense organs
611,611,607,389.4,611,Tinnitus,387-389.99,Both,1,1,7,sense organs
612,612,607,389.5,612,Disorders of acoustic nerve,387-389.99,Both,1,1,7,sense organs
613,613,-1,394,613,Rheumatic disease of the heart valves,394-399.99,,1,0,8,circulatory system
614,614,613,394.2,614,Mitral valve disease,394-399.99,Both,1,1,8,circulatory system
615,615,613,394.3,615,Aortic valve disease,394-399.99,Both,1,1,8,circulatory system
616,616,613,394.4,616,Acute rheumatic heart disease,394-399.99,Both,1,1,8,circulatory system
617,617,613,394.7,617,Disease of tricuspid valve,394-399.99,Both,1,1,8,circulatory system
618,618,-1,395.1,618,Nonrheumatic mitral valve disorders,394-399.99,Both,1,1,8,circulatory system
619,619,-1,395.3,619,Nonrheumatic tricuspid valve disorders,394-399.99,Both,1,1,8,circulatory system
620,620,-1,395.4,620,Nonrheumatic pulmonary valve disorders,394-399.99,Both,1,1,8,circulatory system
621,621,-1,395.6,621,Heart valve replaced,394-399.99,Both,1,1,8,circulatory system
622,622,-1,396,622,Abnormal heart sounds,394-399.99,Both,1,1,8,circulatory system
623,623,-1,401.1,623,Essential hypertension,401-405.99,Both,1,1,8,circulatory system
624,624,-1,401.2,624,Hypertensive heart and/or renal disease,401-405.99,Both,1,0,8,circulatory system
625,625,624,401.21,625,Hypertensive heart disease,401-405.99,Both,1,1,8,circulatory system
626,626,624,401.22,626,Hypertensive chronic kidney disease,401-405.99,Both,1,1,8,circulatory system
627,627,-1,401.3,627,Other hypertensive complications,401-405.99,Both,1,1,8,circulatory system
628,628,-1,402,628,Elevated blood pressure reading without diagnosis of hypertension,401-405.99,Both,1,0,8,circulatory system
629,629,-1,411.1,629,Unstable angina (intermediate coronary syndrome),410-414.99,Both,1,1,8,circulatory system
630,630,-1,411.2,630,Myocardial infarction,410-414.99,Both,1,1,8,circulatory system
631,631,-1,411.3,631,Angina pectoris,410-414.99,Both,1,1,8,circulatory system
632,632,-1,411.4,632,Coronary atherosclerosis,410-414.99,Both,1,0,8,circulatory system
633,633,632,411.41,633,Aneurysm and dissection of heart,410-414.99,Both,1,1,8,circulatory system
634,634,-1,411.8,634,"Other chronic ischemic heart disease, unspecified",410-414.99,Both,1,1,8,circulatory system
635,635,-1,411.9,635,Other acute and subacute forms of ischemic heart disease,410-414.99,Both,1,1,8,circulatory system
636,636,-1,414,636,Other forms of chronic heart disease,410-414.99,Both,1,0,8,circulatory system
637,637,-1,415,637,Pulmonary heart disease,415-417.99,,1,0,8,circulatory system
638,638,-1,415.11,638,"Pulmonary embolism and infarction, acute",415-417.99,Both,1,1,8,circulatory system
639,639,637,415.2,639,Chronic pulmonary heart disease,415-417.99,Both,1,0,8,circulatory system
640,640,639,415.21,640,Primary pulmonary hypertension,415-417.99,Both,1,1,8,circulatory system
641,641,-1,416,641,Cardiomegaly,415-417.99,Both,1,1,8,circulatory system
642,642,-1,418,642,Nonspecific chest pain,418-418.99,Both,1,1,8,circulatory system
643,643,642,418.1,643,Precordial pain,418-418.99,Both,0,1,8,circulatory system
644,644,-1,420,644,Carditis,420-425.99,,1,0,8,circulatory system
645,645,644,420.1,645,Myocarditis,420-425.99,Both,1,1,8,circulatory system
646,646,644,420.2,646,Pericarditis,420-425.99,Both,1,0,8,circulatory system
647,647,646,420.21,647,Acute pericarditis,420-425.99,Both,1,1,8,circulatory system
648,648,646,420.22,648,Chronic pericarditis,420-425.99,Both,1,1,8,circulatory system
649,649,644,420.3,649,Endocarditis,420-425.99,Both,1,1,8,circulatory system
650,650,-1,425,650,Cardiomyopathy,420-425.99,,1,0,8,circulatory system
651,651,650,425.1,651,Primary/intrinsic cardiomyopathies,420-425.99,Both,1,0,8,circulatory system
652,652,651,425.11,652,Hypertrophic obstructive cardiomyopathy,420-425.99,Both,1,1,8,circulatory system
653,653,651,425.12,653,Other hypertrophic cardiomyopathy,420-425.99,Both,1,1,8,circulatory system
654,654,650,425.2,654,Secondary/extrinsic cardiomyopathies,420-425.99,Both,1,1,8,circulatory system
655,655,650,425.8,655,Other cardiomyopathy,420-425.99,Both,1,1,8,circulatory system
656,656,-1,426,656,Cardiac conduction disorders,426-427.99,,1,0,8,circulatory system
657,657,656,426.2,657,Atrioventricular [AV] block,426-427.99,Both,1,0,8,circulatory system
658,658,657,426.21,658,First degree AV block,426-427.99,Both,1,1,8,circulatory system
659,659,657,426.23,659,Second degree AV block,426-427.99,Both,1,1,8,circulatory system
660,660,657,426.24,660,"Atrioventricular block, complete",426-427.99,Both,1,1,8,circulatory system
661,661,657,426.25,661,Other heart block,426-427.99,Both,1,1,8,circulatory system
662,662,656,426.3,662,Bundle branch block,426-427.99,Both,1,0,8,circulatory system
663,663,662,426.31,663,Right bundle branch block,426-427.99,Both,1,1,8,circulatory system
664,664,662,426.32,664,Left bundle branch block,426-427.99,Both,1,1,8,circulatory system
665,665,656,426.4,665,Anomalous atrioventricular excitation,426-427.99,Both,1,1,8,circulatory system
666,666,656,426.8,666,Other cardiac conduction disorders,426-427.99,Both,1,1,8,circulatory system
667,667,656,426.9,667,Cardiac pacemaker/device in situ,426-427.99,Both,1,0,8,circulatory system
668,668,667,426.91,668,Cardiac pacemaker in situ,426-427.99,Both,1,1,8,circulatory system
669,669,-1,427.1,669,"Paroxysmal tachycardia, unspecified",426-427.99,,1,0,8,circulatory system
670,670,669,427.11,670,Paroxysmal supraventricular tachycardia,426-427.99,Both,1,1,8,circulatory system
671,671,669,427.12,671,Paroxysmal ventricular tachycardia,426-427.99,Both,1,1,8,circulatory system
672,672,-1,427.2,672,Atrial fibrillation and flutter,426-427.99,,1,0,8,circulatory system
673,673,-1,427.3,673,Other specified cardiac dysrhythmias,426-427.99,Both,1,1,8,circulatory system
674,674,-1,427.42,674,Cardiac arrest,426-427.99,Both,1,1,8,circulatory system
675,675,-1,427.5,675,Arrhythmia (cardiac) NOS,426-427.99,Both,1,1,8,circulatory system
676,676,-1,427.6,676,Premature beats,426-427.99,Both,1,0,8,circulatory system
677,677,676,427.61,677,Supraventricular premature beats,426-427.99,Both,1,1,8,circulatory system
678,678,-1,427.7,678,Tachycardia NOS,426-427.99,Both,1,1,8,circulatory system
679,679,-1,427.8,679,Sinoatrial node dysfunction (Bradycardia),426-427.99,Both,1,1,8,circulatory system
680,680,-1,427.9,680,Palpitations,426-427.99,Both,1,1,8,circulatory system
681,681,-1,428.1,681,Congestive heart failure (CHF) NOS,428-429.99,Both,1,1,8,circulatory system
682,682,-1,428.2,682,Heart failure NOS,428-429.99,Both,1,1,8,circulatory system
683,683,-1,429.1,683,Heart transplant/surgery,428-429.99,Both,0,1,8,circulatory system
684,684,-1,429.2,684,Abnormal function study of cardiovascular system,428-429.99,Both,1,1,8,circulatory system
685,685,-1,429.3,685,Symptoms involving cardiovascular system,428-429.99,Both,1,1,8,circulatory system
686,686,-1,430,686,Intracranial hemorrhage,430-438.99,,1,0,8,circulatory system
687,687,686,430.1,687,Subarachnoid hemorrhage,430-438.99,Both,1,1,8,circulatory system
688,688,686,430.2,688,Intracerebral hemorrhage,430-438.99,Both,1,1,8,circulatory system
689,689,686,430.3,689,Subdural hemorrhage,430-438.99,Both,1,1,8,circulatory system
690,690,-1,433,690,Cerebrovascular disease,430-438.99,,1,0,8,circulatory system
691,691,690,433.1,691,Occlusion and stenosis of precerebral arteries,430-438.99,Both,1,0,8,circulatory system
692,692,691,433.11,692,"Occlusion of cerebral arteries, with cerebral infarction",430-438.99,Both,1,1,8,circulatory system
693,693,691,433.12,693,Cerebral atherosclerosis,430-438.99,Both,1,1,8,circulatory system
694,694,690,433.2,694,Occlusion of cerebral arteries,430-438.99,Both,1,0,8,circulatory system
695,695,694,433.21,695,"Cerebral artery occlusion, with cerebral infarction",430-438.99,Both,1,1,8,circulatory system
696,696,690,433.3,696,Cerebral ischemia,430-438.99,Both,1,0,8,circulatory system
697,697,696,433.31,697,Transient cerebral ischemia,430-438.99,Both,1,1,8,circulatory system
698,698,696,433.32,698,Moyamoya disease,430-438.99,Both,1,1,8,circulatory system
699,699,690,433.5,699,Cerebral aneurysm,430-438.99,Both,1,1,8,circulatory system
700,700,690,433.8,700,Late effects of cerebrovascular disease,430-438.99,Both,1,1,8,circulatory system
701,701,-1,440,701,Atherosclerosis,440-449.99,,1,0,8,circulatory system
702,702,701,440.1,702,Atherosclerosis of renal artery,440-449.99,Both,1,1,8,circulatory system
703,703,701,440.2,703,Atherosclerosis of the extremities,440-449.99,Both,1,0,8,circulatory system
704,704,701,440.9,704,Atherosclerosis of aorta,440-449.99,Both,1,1,8,circulatory system
705,705,-1,441,705,Vascular insufficiency of intestine,440-449.99,,1,0,8,circulatory system
706,706,705,441.1,706,Acute vascular insufficiency of intestine,440-449.99,Both,1,1,8,circulatory system
707,707,705,441.2,707,Chronic vascular insufficiency of intestine,440-449.99,Both,1,1,8,circulatory system
708,708,-1,442,708,Other aneurysm,440-449.99,,1,0,8,circulatory system
709,709,708,442.1,709,Aortic aneurysm,440-449.99,Both,1,0,8,circulatory system
710,710,709,442.11,710,Abdominal aortic aneurysm,440-449.99,Both,1,1,8,circulatory system
711,711,708,442.2,711,Aneurysm of iliac artery,440-449.99,Both,1,1,8,circulatory system
712,712,708,442.3,712,Aneurysm of artery of lower extremity,440-449.99,Both,1,1,8,circulatory system
713,713,708,442.4,713,Arterial dissection,440-449.99,Both,1,1,8,circulatory system
714,714,708,442.8,714,Aneurysm of other specified artery,440-449.99,Both,1,1,8,circulatory system
715,715,-1,443.1,715,Raynaud's syndrome,440-449.99,Both,1,1,8,circulatory system
716,716,-1,443.7,716,Peripheral angiopathy in diseases classified elsewhere,440-449.99,Both,1,1,8,circulatory system
717,717,-1,443.8,717,Other specified peripheral vascular diseases,440-449.99,Both,1,1,8,circulatory system
718,718,-1,443.9,718,"Peripheral vascular disease, unspecified",440-449.99,Both,1,1,8,circulatory system
719,719,-1,444,719,Arterial embolism and thrombosis,440-449.99,,1,0,8,circulatory system
720,720,719,444.1,720,Arterial embolism and thrombosis of lower extremity artery,440-449.99,Both,1,1,8,circulatory system
721,721,719,444.2,721,Embolism and thrombosis of abdominal aorta,440-449.99,Both,1,1,8,circulatory system
722,722,-1,446,722,Polyarteritis nodosa and allied conditions,440-449.99,Both,1,0,8,circulatory system
723,723,722,446.1,723,Thromboangiitis obliterans,440-449.99,Both,1,1,8,circulatory system
724,724,722,446.2,724,Acute febrile mucocutaneous lymph node syndrome (Kawasaki disease),440-449.99,Both,1,1,8,circulatory system
725,725,722,446.3,725,Hypersensitivity angiitis,440-449.99,Both,1,1,8,circulatory system
726,726,722,446.4,726,Wegener's granulomatosis,440-449.99,Both,1,1,8,circulatory system
727,727,722,446.5,727,Giant cell arteritis,440-449.99,Both,1,1,8,circulatory system
728,728,722,446.6,728,Polyarteritis nodosa,440-449.99,Both,1,1,8,circulatory system
729,729,722,446.7,729,Takayasu's disease,440-449.99,Both,1,1,8,circulatory system
730,730,722,446.8,730,Thrombotic microangiopathy,440-449.99,Both,1,1,8,circulatory system
731,731,722,446.9,731,Arteritis NOS,440-449.99,Both,1,1,8,circulatory system
732,732,-1,447,732,Other disorders of arteries and arterioles,440-449.99,,1,0,8,circulatory system
733,733,732,447.1,733,Stricture of artery,440-449.99,Both,1,1,8,circulatory system
734,734,-1,448,734,Disease of capillaries,440-449.99,,1,1,8,circulatory system
735,735,-1,450,735,Noninfectious disorders of lymphatic channels,450-450.99,Both,1,1,8,circulatory system
736,736,-1,451,736,Phlebitis and thrombophlebitis,450-457.99,,1,0,8,circulatory system
737,737,736,451.2,737,Phlebitis and thrombophlebitis of lower extremities,450-457.99,Both,1,1,8,circulatory system
738,738,-1,452,738,Other venous embolism and thrombosis,450-457.99,,1,0,8,circulatory system
739,739,738,452.8,739,Postphlebitic syndrome,450-457.99,Both,1,1,8,circulatory system
740,740,-1,454,740,Varicose veins,450-457.99,,1,0,8,circulatory system
741,741,740,454.1,741,Varicose veins of lower extremity,450-457.99,Both,1,0,8,circulatory system
742,742,741,454.11,742,"Varicose veins of lower extremity, symptomtic",450-457.99,Both,1,1,8,circulatory system
743,743,-1,455,743,Hemorrhoids,450-457.99,,1,1,8,circulatory system
744,744,-1,456,744,Chronic venous insufficiency [CVI],450-457.99,Both,1,1,8,circulatory system
745,745,-1,458,745,Hypotension,458-459.99,,1,0,8,circulatory system
746,746,745,458.1,746,Orthostatic hypotension,458-459.99,Both,1,1,8,circulatory system
747,747,745,458.2,747,Iatrogenic hypotension,458-459.99,Both,1,1,8,circulatory system
748,748,745,458.9,748,Hypotension NOS,458-459.99,Both,1,1,8,circulatory system
749,749,-1,459,749,Other disorders of circulatory system,458-459.99,,1,0,8,circulatory system
750,750,749,459.1,750,Hemorrhage NOS,458-459.99,Both,1,1,8,circulatory system
751,751,749,459.9,751,Circulatory disease NEC,458-459.99,Both,1,1,8,circulatory system
752,752,-1,464,752,Acute sinusitis,460-469.99,Both,1,1,9,respiratory
753,753,-1,465,753,Acute upper respiratory infections of multiple or unspecified sites,460-469.99,,1,0,9,respiratory
754,754,753,465.2,754,Acute pharyngitis,460-469.99,Both,1,1,9,respiratory
755,755,753,465.4,755,Acute laryngitis and tracheitis,460-469.99,Both,1,1,9,respiratory
756,756,-1,470,756,Septal Deviations/Turbinate Hypertrophy,470-479.99,,1,1,9,respiratory
757,757,-1,471,757,Nasal polyps,470-479.99,,1,1,9,respiratory
758,758,-1,472,758,Chronic pharyngitis and nasopharyngitis,470-479.99,,1,1,9,respiratory
759,759,-1,473,759,Diseases of the larynx and vocal cords,470-479.99,,1,0,9,respiratory
760,760,759,473.1,760,Chronic laryngitis,470-479.99,Both,1,1,9,respiratory
761,761,759,473.3,761,Paralysis/spasm of vocal cords or larynx,470-479.99,Both,1,1,9,respiratory
762,762,759,473.4,762,Voice disturbance,470-479.99,Both,1,1,9,respiratory
763,763,-1,474,763,Acute and chronic tonsillitis,470-479.99,,1,0,9,respiratory
764,764,763,474.1,764,Acute tonsillitis,470-479.99,Both,1,1,9,respiratory
765,765,763,474.2,765,Chronic tonsillitis and adenoiditis,470-479.99,Both,1,1,9,respiratory
766,766,-1,475,766,Chronic sinusitis,470-479.99,,1,0,9,respiratory
767,767,-1,476,767,Allergic rhinitis,470-479.99,,1,1,9,respiratory
768,768,-1,477,768,Epistaxis or throat hemorrhage,470-479.99,Both,1,1,9,respiratory
769,769,-1,478,769,Throat pain,470-479.99,,1,1,9,respiratory
770,770,-1,479,770,Other upper respiratory disease,470-479.99,Both,1,1,9,respiratory
771,771,-1,480,771,Pneumonia,480-488.99,,1,0,9,respiratory
772,772,771,480.1,772,Bacterial pneumonia,480-488.99,Both,1,0,9,respiratory
773,773,772,480.11,773,Pneumococcal pneumonia,480-488.99,Both,1,1,9,respiratory
774,774,772,480.12,774,Pseudomonal pneumonia,480-488.99,Both,1,1,9,respiratory
775,775,771,480.2,775,Viral pneumonia,480-488.99,Both,1,1,9,respiratory
776,776,771,480.3,776,Pneumonia due to fungus (mycoses),480-488.99,Both,1,1,9,respiratory
777,777,771,480.5,777,Bronchopneumonia and lung abscess,480-488.99,Both,1,1,9,respiratory
778,778,-1,481,778,Influenza,480-488.99,,1,1,9,respiratory
779,779,-1,483,779,Acute bronchitis and bronchiolitis,480-488.99,,1,1,9,respiratory
780,780,-1,495,780,Asthma,490-498.99,,1,0,9,respiratory
781,781,780,495.2,781,Asthma with exacerbation,490-498.99,Both,1,1,9,respiratory
782,782,-1,496,782,Chronic airway obstruction,490-498.99,,1,0,9,respiratory
783,783,782,496.1,783,Emphysema,490-498.99,Both,1,1,9,respiratory
784,784,782,496.2,784,Chronic bronchitis,490-498.99,Both,1,0,9,respiratory
785,785,784,496.21,785,Obstructive chronic bronchitis,490-498.99,Both,1,1,9,respiratory
786,786,782,496.3,786,Bronchiectasis,490-498.99,Both,1,1,9,respiratory
787,787,-1,497,787,Bronchitis,490-498.99,Both,1,1,9,respiratory
788,788,-1,499,788,Cystic fibrosis,499-499.99,Both,1,1,9,respiratory
789,789,-1,500,789,Lung disease due to external agents,500-509.99,,1,0,9,respiratory
790,790,789,500.1,790,Extrinsic allergic alveolitis,500-509.99,Both,1,1,9,respiratory
791,791,789,500.2,791,Pneumoconiosis,500-509.99,Both,1,1,9,respiratory
792,792,-1,501,792,Pneumonitis due to inhalation of food or vomitus,500-509.99,Both,1,1,9,respiratory
793,793,-1,502,793,Postinflammatory pulmonary fibrosis,500-509.99,Both,1,1,9,respiratory
794,794,-1,503,794,Pulmonary congestion and hypostasis,500-509.99,Both,1,1,9,respiratory
795,795,-1,504,795,Other alveolar and parietoalveolar pneumonopathy,500-509.99,Both,1,0,9,respiratory
796,796,-1,505,796,Other pulmonary inflamation or edema,500-509.99,,1,1,9,respiratory
797,797,-1,506,797,Empyema and pneumothorax,500-509.99,,1,1,9,respiratory
798,798,-1,507,798,Pleurisy; pleural effusion,500-509.99,,1,1,9,respiratory
799,799,-1,508,799,Pulmonary collapse; interstitial and compensatory emphysema,500-509.99,,1,1,9,respiratory
800,800,-1,509.1,800,Respiratory failure,500-509.99,Both,1,1,9,respiratory
801,801,-1,509.2,801,Respiratory insufficiency,500-509.99,Both,1,1,9,respiratory
802,802,-1,509.3,802,Pulmonary insufficiency or respiratory failure following trauma and surgery,500-509.99,Both,1,1,9,respiratory
803,803,-1,509.5,803,Respiratory arrest,500-509.99,Both,1,1,9,respiratory
804,804,-1,509.8,804,Dependence on respirator [Ventilator] or supplemental oxygen,500-509.99,Both,1,1,9,respiratory
805,805,-1,510,805,Other diseases of lung,510-510.99,,1,1,9,respiratory
806,806,805,510.2,806,Lung transplant,510-510.99,Both,0,1,9,respiratory
807,807,-1,512.1,807,Wheezing,512-512.99,Both,1,1,9,respiratory
808,808,-1,512.2,808,Painful respiration,512-512.99,Both,1,1,9,respiratory
809,809,-1,512.7,809,Shortness of breath,512-512.99,Both,1,1,9,respiratory
810,810,-1,512.8,810,Cough,512-512.99,Both,1,1,9,respiratory
811,811,-1,512.9,811,Other dyspnea,512-512.99,Both,1,1,9,respiratory
812,812,-1,513.3,812,Hypoventilation,513-513.99,Both,1,0,9,respiratory
813,813,812,513.31,813,Apnea,513-513.99,Both,1,1,9,respiratory
814,814,-1,513.4,814,Hyperventilation,513-513.99,Both,1,1,9,respiratory
815,815,-1,513.8,815,Disorders of diaphragm,513-513.99,Both,1,1,9,respiratory
816,816,-1,514,816,Abnormal findings examination of lungs,514-514.99,,1,1,9,respiratory
817,817,816,514.1,817,Abnormal results of function study of pulmonary system,514-514.99,Both,0,1,9,respiratory
818,818,-1,516,818,Abnormal sputum,516-516.99,,1,0,9,respiratory
819,819,818,516.1,819,Hemoptysis,516-516.99,Both,1,1,9,respiratory
820,820,-1,519,820,"Other diseases of respiratory system, not elsewhere classified",519-519.99,,1,0,9,respiratory
821,821,820,519.2,821,Respiratory complications,519-519.99,Both,1,1,9,respiratory
822,822,820,519.8,822,"Other diseases of respiratory system, NEC",519-519.99,Both,1,1,9,respiratory
823,823,820,519.9,823,Symptoms involving respiratory system and other chest symptoms,519-519.99,Both,1,1,9,respiratory
824,824,-1,520,824,Disorders of tooth development,520-526.99,,1,0,10,digestive
825,825,824,520.1,825,Hereditary disturbances in tooth structure,520-526.99,Both,1,1,10,digestive
826,826,824,520.2,826,Disturbances in tooth eruption,520-526.99,Both,1,1,10,digestive
827,827,-1,521,827,Diseases of hard tissues of teeth,520-526.99,,1,0,10,digestive
828,828,827,521.1,828,Dental caries,520-526.99,Both,1,1,10,digestive
829,829,827,521.2,829,"Dental abrasion, erosion and attrition",520-526.99,Both,1,1,10,digestive
830,830,827,521.4,830,Tooth complications likely association with other diseases,520-526.99,Both,1,1,10,digestive
831,831,-1,522,831,Diseases of pulp and periapical tissues,520-526.99,,1,0,10,digestive
832,832,831,522.1,832,Pulpitis and necrosis of tooth pulp,520-526.99,Both,1,1,10,digestive
833,833,831,522.5,833,Periapical abscess,520-526.99,Both,1,1,10,digestive
834,834,-1,523,834,Gingival and periodontal diseases,520-526.99,,1,0,10,digestive
835,835,834,523.1,835,Gingivitis,520-526.99,Both,1,1,10,digestive
836,836,834,523.3,836,Periodontitis (acute or chronic),520-526.99,Both,1,0,10,digestive
837,837,836,523.31,837,Acute periodontitis,520-526.99,Both,1,1,10,digestive
838,838,836,523.32,838,Chronic periodontitis,520-526.99,Both,1,1,10,digestive
839,839,-1,524,839,"Dentofacial anomalies, including malocclusion",520-526.99,,1,0,10,digestive
840,840,839,524.3,840,Anomalies of tooth position/malocclusion,520-526.99,Both,1,1,10,digestive
841,841,-1,525,841,Other diseases of the teeth and supporting structures,520-526.99,,1,0,10,digestive
842,842,841,525.2,842,Atrophy of edentulous alveolar ridge,520-526.99,Both,1,1,10,digestive
843,843,-1,526,843,Diseases of the jaws,520-526.99,,1,0,10,digestive
844,844,843,526.1,844,Cysts of the jaws,520-526.99,Both,1,1,10,digestive
845,845,843,526.3,845,Anomalies of jaw size/symmetry,520-526.99,Both,1,1,10,digestive
846,846,-1,526.41,846,"Temporomandibular joint disorder, unspecified",520-526.99,Both,1,1,10,digestive
847,847,843,526.5,847,Inflammatory conditions of jaw,520-526.99,Both,1,1,10,digestive
848,848,843,526.9,848,Jaw disease NOS,520-526.99,Both,1,1,10,digestive
849,849,-1,527,849,Diseases of the salivary glands,527-529.99,,1,0,10,digestive
850,850,849,527.1,850,Hypertrophy of salivary gland,527-529.99,Both,1,1,10,digestive
851,851,849,527.2,851,Sialoadenitis,527-529.99,Both,1,1,10,digestive
852,852,849,527.7,852,Disturbance of salivary secretion,527-529.99,Both,1,1,10,digestive
853,853,849,527.8,853,Other specified diseases of the salivary glands,527-529.99,Both,1,1,10,digestive
854,854,-1,528,854,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",527-529.99,,1,0,10,digestive
855,855,-1,528.11,855,Stomatitis and mucositis (ulcerative),527-529.99,Both,1,1,10,digestive
856,856,-1,528.12,856,Oral aphthae,527-529.99,Both,1,1,10,digestive
857,857,854,528.3,857,Cellulitis and abscess of oral soft tissues,527-529.99,Both,1,1,10,digestive
858,858,854,528.4,858,Cysts of oral soft tissues,527-529.99,Both,1,0,10,digestive
859,859,858,528.41,859,Cyst of the salivary gland,527-529.99,Both,1,1,10,digestive
860,860,854,528.5,860,Diseases of lips,527-529.99,Both,1,1,10,digestive
861,861,854,528.6,861,Leukoplakia of oral mucosa,527-529.99,Both,1,1,10,digestive
862,862,854,528.7,862,Sialolithiasis,527-529.99,Both,1,1,10,digestive
863,863,-1,529,863,Diseases and other conditions of the tongue,527-529.99,,1,0,10,digestive
864,864,863,529.1,864,Glossitis,527-529.99,Both,1,1,10,digestive
865,865,863,529.6,865,Glossodynia,527-529.99,Both,1,1,10,digestive
866,866,-1,530,866,Diseases of esophagus,"530-530.99, 532-532.99",,1,0,10,digestive
867,867,866,530.1,867,"Esophagitis, GERD and related diseases","530-530.99, 532-532.99",,1,0,10,digestive
868,868,867,530.11,868,GERD,"530-530.99, 532-532.99",Both,1,1,10,digestive
869,869,867,530.12,869,Ulcer of esophagus,"530-530.99, 532-532.99",Both,1,1,10,digestive
870,870,867,530.14,870,Reflux esophagitis,"530-530.99, 532-532.99",Both,1,1,10,digestive
871,871,866,530.2,871,Esophageal bleeding (varices/hemorrhage),"530-530.99, 532-532.99",Both,1,1,10,digestive
872,872,866,530.3,872,Stricture and stenosis of esophagus,"530-530.99, 532-532.99",Both,1,1,10,digestive
873,873,866,530.5,873,Disorders of esophageal motility,"530-530.99, 532-532.99",Both,1,1,10,digestive
874,874,866,530.6,874,"Diverticulum of esophagus, acquired","530-530.99, 532-532.99",Both,1,1,10,digestive
875,875,866,530.7,875,Gastroesophageal laceration-hemorrhage syndrome,"530-530.99, 532-532.99",Both,1,1,10,digestive
876,876,866,530.9,876,Heartburn,"530-530.99, 532-532.99",Both,0,1,10,digestive
877,877,-1,531.1,877,Hemorrhage from gastrointestinal ulcer,531-531.99,Both,1,1,10,digestive
878,878,-1,531.2,878,Gastric ulcer,531-531.99,Both,1,1,10,digestive
879,879,-1,531.3,879,Duodenal ulcer,531-531.99,Both,1,1,10,digestive
880,880,-1,531.4,880,"Peptic ulcer, site unspecified",531-531.99,Both,1,1,10,digestive
881,881,-1,531.5,881,Gastrojejunal ulcer,531-531.99,Both,1,1,10,digestive
882,882,-1,532,882,Dysphagia,"530-530.99, 532-532.99",Both,1,1,10,digestive
883,883,-1,535,883,Gastritis and duodenitis,535-537.99,,1,0,10,digestive
884,884,883,535.1,884,Acute gastritis,535-537.99,Both,1,1,10,digestive
885,885,883,535.2,885,Atrophic gastritis,535-537.99,Both,1,1,10,digestive
886,886,883,535.6,886,Duodenitis,535-537.99,Both,1,1,10,digestive
887,887,883,535.8,887,Other specified gastritis,535-537.99,Both,1,1,10,digestive
888,888,-1,536,888,Disorders of function of stomach,535-537.99,,1,0,10,digestive
889,889,-1,537,889,Other disorders of stomach and duodenum,535-537.99,,1,0,10,digestive
890,890,-1,539,890,Bariatric surgery,539-539.99,Both,1,1,10,digestive
891,891,-1,540,891,Appendiceal conditions,540-540.99,,1,0,10,digestive
892,892,891,540.1,892,Appendicitis,540-540.99,Both,1,0,10,digestive
893,893,892,540.11,893,Acute appendicitis,540-540.99,Both,1,1,10,digestive
894,894,-1,550,894,Abdominal hernia,550-550.99,,1,0,10,digestive
895,895,894,550.1,895,Inguinal hernia,550-550.99,Both,1,1,10,digestive
896,896,894,550.2,896,Diaphragmatic hernia,550-550.99,Both,1,1,10,digestive
897,897,894,550.3,897,Femoral hernia,550-550.99,Both,1,1,10,digestive
898,898,894,550.4,898,Umbilical hernia,550-550.99,Both,1,1,10,digestive
899,899,894,550.5,899,Ventral hernia,550-550.99,Both,1,1,10,digestive
900,900,-1,555.1,900,Regional enteritis,555-564.99,Both,1,1,10,digestive
